label,message,message_length,tokens,word_count
spam,urgent your mobile no was awarded 2000 bonus caller prize on 5903 this is our final try to contact u call from landline 09064019788 box42wr29c 150ppm,149,"['urgent', 'your', 'mobile', 'no', 'was', 'awarded', '2000', 'bonus', 'caller', 'prize', 'on', '5903', 'this', 'is', 'our', 'final', 'try', 'to', 'contact', 'u', 'call', 'from', 'landline', '09064019788', 'box42wr29c', '150ppm']",26
ham,here is my new address applespairsall that malarky,50,"['here', 'is', 'my', 'new', 'address', 'applespairsall', 'that', 'malarky']",8
spam,todays voda numbers ending 7548 are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 4041 standard rates app,154,"['todays', 'voda', 'numbers', 'ending', '7548', 'are', 'selected', 'to', 'receive', 'a', '350', 'award', 'if', 'you', 'have', 'a', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '4041', 'standard', 'rates', 'app']",27
ham,i am going to sao mu today will be done only at 12,50,"['i', 'am', 'going', 'to', 'sao', 'mu', 'today', 'will', 'be', 'done', 'only', 'at', '12']",13
ham,predict wat time ll finish buying,33,"['predict', 'wat', 'time', 'll', 'finish', 'buying']",6
ham,good stuff will do,18,"['good', 'stuff', 'will', 'do']",4
ham,just so that you knowyetunde hasnt sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldnt have imposed anything on you in the first place so for that i apologise,235,"['just', 'so', 'that', 'you', 'knowyetunde', 'hasnt', 'sent', 'money', 'yet', 'i', 'just', 'sent', 'her', 'a', 'text', 'not', 'to', 'bother', 'sending', 'so', 'its', 'over', 'you', 'dont', 'have', 'to', 'involve', 'yourself', 'in', 'anything', 'i', 'shouldnt', 'have', 'imposed', 'anything', 'on', 'you', 'in', 'the', 'first', 'place', 'so', 'for', 'that', 'i', 'apologise']",46
ham,are you there in room,21,"['are', 'you', 'there', 'in', 'room']",5
ham,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,103,"['hey', 'girl', 'how', 'r', 'u', 'hope', 'u', 'r', 'well', 'me', 'an', 'del', 'r', 'bak', 'again', 'long', 'time', 'no', 'c', 'give', 'me', 'a', 'call', 'sum', 'time', 'from', 'lucyxx']",27
ham,kkhow much does it cost,23,"['kkhow', 'much', 'does', 'it', 'cost']",5
ham,im home,7,"['im', 'home']",2
ham,dear will call tmorrowpls accomodate,36,"['dear', 'will', 'call', 'tmorrowpls', 'accomodate']",5
ham,first answer my question,24,"['first', 'answer', 'my', 'question']",4
spam,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 150 sptyrone,119,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'a', 'top', 'sony', 'dvd', 'player', 'if', 'u', 'know', 'which', 'country', 'the', 'algarve', 'is', 'in', 'txt', 'ansr', 'to', '82277', '150', 'sptyrone']",25
spam,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network bt txting gravel to 69888 nt ec2a 31pmsg150p,154,"['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'the', 'uks', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', 'to', '69888', 'nt', 'ec2a', '31pmsg150p']",28
ham,i only haf msn its yijuehotmailcom,34,"['i', 'only', 'haf', 'msn', 'its', 'yijuehotmailcom']",6
ham,he is there you call and meet him,33,"['he', 'is', 'there', 'you', 'call', 'and', 'meet', 'him']",8
ham,no no i will check all rooms befor activities,45,"['no', 'no', 'i', 'will', 'check', 'all', 'rooms', 'befor', 'activities']",9
spam,youll not rcv any more msgs from the chat svc for free hardcore services text go to 69988 if u get nothing u must age verify with yr network try again,150,"['youll', 'not', 'rcv', 'any', 'more', 'msgs', 'from', 'the', 'chat', 'svc', 'for', 'free', 'hardcore', 'services', 'text', 'go', 'to', '69988', 'if', 'u', 'get', 'nothing', 'u', 'must', 'age', 'verify', 'with', 'yr', 'network', 'try', 'again']",31
ham,got c i lazy to type i forgot in lect i saw a pouch but like not v nice,71,"['got', 'c', 'i', 'lazy', 'to', 'type', 'i', 'forgot', 'in', 'lect', 'i', 'saw', 'a', 'pouch', 'but', 'like', 'not', 'v', 'nice']",19
ham,k text me when youre on the way,31,"['k', 'text', 'me', 'when', 'youre', 'on', 'the', 'way']",8
ham,sir waiting for your mail,25,"['sir', 'waiting', 'for', 'your', 'mail']",5
ham,a swt thought nver get tired of doing little things 4 lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni8,147,"['a', 'swt', 'thought', 'nver', 'get', 'tired', 'of', 'doing', 'little', 'things', '4', 'lovable', 'persons', 'cozsomtimes', 'those', 'little', 'things', 'occupy', 'd', 'biggest', 'part', 'in', 'their', 'hearts', 'gud', 'ni8']",26
ham,i know you are can you pls open the back,40,"['i', 'know', 'you', 'are', 'can', 'you', 'pls', 'open', 'the', 'back']",10
ham,yes see ya not on the dot,25,"['yes', 'see', 'ya', 'not', 'on', 'the', 'dot']",7
ham,whats the staff name who is taking class for us,47,"['whats', 'the', 'staff', 'name', 'who', 'is', 'taking', 'class', 'for', 'us']",10
spam,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd 08700621170150p per msg reply stop to end,152,"['freemsg', 'why', 'havent', 'you', 'replied', 'to', 'my', 'text', 'im', 'randy', 'sexy', 'female', 'and', 'live', 'local', 'luv', 'to', 'hear', 'from', 'u', 'netcollex', 'ltd', '08700621170150p', 'per', 'msg', 'reply', 'stop', 'to', 'end']",29
ham,ummmawill call after check inour life will begin from qatar so pls pray very hard,81,"['ummmawill', 'call', 'after', 'check', 'inour', 'life', 'will', 'begin', 'from', 'qatar', 'so', 'pls', 'pray', 'very', 'hard']",15
ham,ki deleted my contact that why,30,"['ki', 'deleted', 'my', 'contact', 'that', 'why']",6
ham,sindu got job in birla soft,27,"['sindu', 'got', 'job', 'in', 'birla', 'soft']",6
ham,the wine is flowing and im i have nevering,42,"['the', 'wine', 'is', 'flowing', 'and', 'im', 'i', 'have', 'nevering']",9
ham,yup i thk cine is better cos no need 2 go down 2 plaza mah,58,"['yup', 'i', 'thk', 'cine', 'is', 'better', 'cos', 'no', 'need', '2', 'go', 'down', '2', 'plaza', 'mah']",15
ham,ok ur typical reply,19,"['ok', 'ur', 'typical', 'reply']",4
ham,you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one,368,"['you', 'are', 'everywhere', 'dirt', 'on', 'the', 'floor', 'the', 'windows', 'even', 'on', 'my', 'shirt', 'and', 'sometimes', 'when', 'i', 'open', 'my', 'mouth', 'you', 'are', 'all', 'that', 'comes', 'flowing', 'out', 'i', 'dream', 'of', 'my', 'world', 'without', 'you', 'then', 'half', 'my', 'chores', 'are', 'out', 'too', 'a', 'time', 'of', 'joy', 'for', 'me', 'lots', 'of', 'tv', 'shows', 'ill', 'see', 'but', 'i', 'guess', 'like', 'all', 'things', 'you', 'just', 'must', 'exist', 'like', 'rain', 'hail', 'and', 'mist', 'and', 'when', 'my', 'time', 'here', 'is', 'done', 'you', 'and', 'i', 'become', 'one']",80
ham,aaooooright are you at work,27,"['aaooooright', 'are', 'you', 'at', 'work']",5
ham,im leaving my house now,23,"['im', 'leaving', 'my', 'house', 'now']",5
ham,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me,148,"['hello', 'my', 'love', 'what', 'are', 'you', 'doing', 'did', 'you', 'get', 'to', 'that', 'interview', 'today', 'are', 'you', 'you', 'happy', 'are', 'you', 'being', 'a', 'good', 'boy', 'do', 'you', 'think', 'of', 'meare', 'you', 'missing', 'me']",32
spam,customer service annoncement you have a new years delivery waiting for you please call 07046744435 now to arrange delivery,122,"['customer', 'service', 'annoncement', 'you', 'have', 'a', 'new', 'years', 'delivery', 'waiting', 'for', 'you', 'please', 'call', '07046744435', 'now', 'to', 'arrange', 'delivery']",19
spam,you are a winner u have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810,141,"['you', 'are', 'a', 'winner', 'u', 'have', 'been', 'specially', 'selected', '2', 'receive', '1000', 'cash', 'or', 'a', '4', 'holiday', 'flights', 'inc', 'speak', 'to', 'a', 'live', 'operator', '2', 'claim', '0871277810810']",27
ham,keep yourself safe for me because i need you and i miss you already and i envy everyone that sees you in real life,114,"['keep', 'yourself', 'safe', 'for', 'me', 'because', 'i', 'need', 'you', 'and', 'i', 'miss', 'you', 'already', 'and', 'i', 'envy', 'everyone', 'that', 'sees', 'you', 'in', 'real', 'life']",24
ham,new car and house for my parentsi have only new job in hand,59,"['new', 'car', 'and', 'house', 'for', 'my', 'parentsi', 'have', 'only', 'new', 'job', 'in', 'hand']",13
ham,im so in love with you im excited each day i spend with you you make me so happy,80,"['im', 'so', 'in', 'love', 'with', 'you', 'im', 'excited', 'each', 'day', 'i', 'spend', 'with', 'you', 'you', 'make', 'me', 'so', 'happy']",19
spam,pls stop bootydelious 32f is inviting you to be her friend reply yes434 or no434 see her wwwsmsacubootydelious stop send stop frnd to 62468,139,"['pls', 'stop', 'bootydelious', '32f', 'is', 'inviting', 'you', 'to', 'be', 'her', 'friend', 'reply', 'yes434', 'or', 'no434', 'see', 'her', 'wwwsmsacubootydelious', 'stop', 'send', 'stop', 'frnd', 'to', '62468']",24
spam,bangbabes ur order is on the way u should receive a service msg 2 download ur content if u do not goto wap bangb tv on ur mobile internetservice menu,149,"['bangbabes', 'ur', 'order', 'is', 'on', 'the', 'way', 'u', 'should', 'receive', 'a', 'service', 'msg', '2', 'download', 'ur', 'content', 'if', 'u', 'do', 'not', 'goto', 'wap', 'bangb', 'tv', 'on', 'ur', 'mobile', 'internetservice', 'menu']",30
ham,i place all ur points on e cultures module already,50,"['i', 'place', 'all', 'ur', 'points', 'on', 'e', 'cultures', 'module', 'already']",10
spam,urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call 09061701939 claim code s89 valid 12hrs only,150,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', '900', 'prize', 'guaranteed', 'call', '09061701939', 'claim', 'code', 's89', 'valid', '12hrs', 'only']",27
ham,hi frnd which is best way to avoid missunderstding wit our beloved ones,71,"['hi', 'frnd', 'which', 'is', 'best', 'way', 'to', 'avoid', 'missunderstding', 'wit', 'our', 'beloved', 'ones']",13
ham,great escape i fancy the bridge but needs her lager see you tomo,64,"['great', 'escape', 'i', 'fancy', 'the', 'bridge', 'but', 'needs', 'her', 'lager', 'see', 'you', 'tomo']",13
ham,yes it completely in out of formclark also utter waste,54,"['yes', 'it', 'completely', 'in', 'out', 'of', 'formclark', 'also', 'utter', 'waste']",10
ham,sir i need axis bank account no and bank address,48,"['sir', 'i', 'need', 'axis', 'bank', 'account', 'no', 'and', 'bank', 'address']",10
ham,hmmm thk sure got time to hop ard ya can go 4 free abt muz call u to discuss liao,81,"['hmmm', 'thk', 'sure', 'got', 'time', 'to', 'hop', 'ard', 'ya', 'can', 'go', '4', 'free', 'abt', 'muz', 'call', 'u', 'to', 'discuss', 'liao']",20
ham,what time you coming down later,31,"['what', 'time', 'you', 'coming', 'down', 'later']",6
ham,bloody hell cant believe you forgot my surname mr ill give u a clue its spanish and begins with m,97,"['bloody', 'hell', 'cant', 'believe', 'you', 'forgot', 'my', 'surname', 'mr', 'ill', 'give', 'u', 'a', 'clue', 'its', 'spanish', 'and', 'begins', 'with', 'm']",20
ham,well im gonna finish my bath now have a goodfine night,54,"['well', 'im', 'gonna', 'finish', 'my', 'bath', 'now', 'have', 'a', 'goodfine', 'night']",11
ham,let me know when youve got the money so carlos can make the call,64,"['let', 'me', 'know', 'when', 'youve', 'got', 'the', 'money', 'so', 'carlos', 'can', 'make', 'the', 'call']",14
ham,u still going to the mall,25,"['u', 'still', 'going', 'to', 'the', 'mall']",6
ham,turns out my friends are staying for the whole show and wont be back til ltgt so feel free to go ahead and smoke that ltgt worth,128,"['turns', 'out', 'my', 'friends', 'are', 'staying', 'for', 'the', 'whole', 'show', 'and', 'wont', 'be', 'back', 'til', 'ltgt', 'so', 'feel', 'free', 'to', 'go', 'ahead', 'and', 'smoke', 'that', 'ltgt', 'worth']",27
ham,text her if she doesnt reply let me know so i can have her log in,65,"['text', 'her', 'if', 'she', 'doesnt', 'reply', 'let', 'me', 'know', 'so', 'i', 'can', 'have', 'her', 'log', 'in']",16
ham,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,121,"['hi', 'you', 'just', 'spoke', 'to', 'maneesha', 'v', 'wed', 'like', 'to', 'know', 'if', 'you', 'were', 'satisfied', 'with', 'the', 'experience', 'reply', 'toll', 'free', 'with', 'yes', 'or', 'no']",25
ham,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr8 weekend,156,"['you', 'lifted', 'my', 'hopes', 'with', 'the', 'offer', 'of', 'money', 'i', 'am', 'in', 'need', 'especially', 'when', 'the', 'end', 'of', 'the', 'month', 'approaches', 'and', 'it', 'hurts', 'my', 'studying', 'anyways', 'have', 'a', 'gr8', 'weekend']",31
ham,lol no u can trust me,21,"['lol', 'no', 'u', 'can', 'trust', 'me']",6
ham,ok i am a gentleman and will treat you with dignity and respect,63,"['ok', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect']",13
ham,he will you guys close,22,"['he', 'will', 'you', 'guys', 'close']",5
ham,going on nothing greatbye,25,"['going', 'on', 'nothing', 'greatbye']",4
ham,hello handsome are you finding that job not being lazy working towards getting back that net for mummy wheres my boytoy now does he miss me,139,"['hello', 'handsome', 'are', 'you', 'finding', 'that', 'job', 'not', 'being', 'lazy', 'working', 'towards', 'getting', 'back', 'that', 'net', 'for', 'mummy', 'wheres', 'my', 'boytoy', 'now', 'does', 'he', 'miss', 'me']",26
ham,haha awesome be there in a minute,33,"['haha', 'awesome', 'be', 'there', 'in', 'a', 'minute']",7
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize,143,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', '0808', '145', '4742', 'between', '9am11pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', '1000', 'cash', 'or', '5000', 'prize']",24
ham,have you got xmas radio times if not i will get it now,54,"['have', 'you', 'got', 'xmas', 'radio', 'times', 'if', 'not', 'i', 'will', 'get', 'it', 'now']",13
ham,i jus reached home i go bathe first but my sis using net tell u when she finishes k,83,"['i', 'jus', 'reached', 'home', 'i', 'go', 'bathe', 'first', 'but', 'my', 'sis', 'using', 'net', 'tell', 'u', 'when', 'she', 'finishes', 'k']",19
spam,are you unique enough find out from 30th august wwwareyouuniquecouk,67,"['are', 'you', 'unique', 'enough', 'find', 'out', 'from', '30th', 'august', 'wwwareyouuniquecouk']",10
ham,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,177,"['im', 'sorry', 'ive', 'joined', 'the', 'league', 'of', 'people', 'that', 'dont', 'keep', 'in', 'touch', 'you', 'mean', 'a', 'great', 'deal', 'to', 'me', 'you', 'have', 'been', 'a', 'friend', 'at', 'all', 'times', 'even', 'at', 'great', 'personal', 'cost', 'do', 'have', 'a', 'great', 'week']",38
ham,hi finally i completed the course,33,"['hi', 'finally', 'i', 'completed', 'the', 'course']",6
ham,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,109,"['it', 'will', 'stop', 'on', 'itself', 'i', 'however', 'suggest', 'she', 'stays', 'with', 'someone', 'that', 'will', 'be', 'able', 'to', 'give', 'ors', 'for', 'every', 'stool']",22
ham,how are you doing hope youve settled in for the new school year just wishin you a gr8 day,89,"['how', 'are', 'you', 'doing', 'hope', 'youve', 'settled', 'in', 'for', 'the', 'new', 'school', 'year', 'just', 'wishin', 'you', 'a', 'gr8', 'day']",19
ham,gud mrng dear hav a nice day,28,"['gud', 'mrng', 'dear', 'hav', 'a', 'nice', 'day']",7
ham,did u got that persons story,28,"['did', 'u', 'got', 'that', 'persons', 'story']",6
ham,is your hamster dead hey so tmr i meet you at 1pm orchard mrt,61,"['is', 'your', 'hamster', 'dead', 'hey', 'so', 'tmr', 'i', 'meet', 'you', 'at', '1pm', 'orchard', 'mrt']",14
ham,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can xxx,125,"['hi', 'its', 'kate', 'how', 'is', 'your', 'evening', 'i', 'hope', 'i', 'can', 'see', 'you', 'tomorrow', 'for', 'a', 'bit', 'but', 'i', 'have', 'to', 'bloody', 'babyjontet', 'txt', 'back', 'if', 'u', 'can', 'xxx']",29
